,budget,cast,keywords,production_method,franchise,creative_type,genre,production_companies
Ghostbusters(2016),144000000.0,19.095197623827925,18.8412365444659,18.275310324703984,19.33553524322378,18.873247430393473,17.90034899737404,19.118895825494352
Die Another Day(2002),142000000.0,19.67615627526635,19.358845053023764,18.275310324703984,19.457379386259362,18.01463592913939,18.97985589795907,15.7295503586238
Pirates of the Caribbean: The Curse of the Black Pearl(2003),140000000.0,19.65179374207986,19.393592664040284,18.275310324703984,20.599216095286636,18.77027429612816,19.26045758445077,19.743338399063433
Star Trek(2009),140000000.0,19.635547571243343,19.253842195909083,18.275310324703984,18.968878565330364,18.873247430393473,19.26045758445077,20.067254301846774
Armageddon(1998),140000000.0,19.529182419330432,19.706156678771276,18.275310324703984,18.1041296577019,18.873247430393473,19.26045758445077,19.34129257456406
Men in Black 2(2002),140000000.0,19.43474748336695,19.443670541929965,19.141718895390603,20.11290013928074,18.873247430393473,18.97985589795907,19.193742423137866
Captain America: The First Avenger(2011),140000000.0,19.743079814756673,19.226474695617377,18.275310324703984,20.39756972500658,19.860839450804544,18.97985589795907,19.86410536683156
Kung Fu Panda 3(2016),140000000.0,19.78891874994732,19.180278377245816,19.524538422716148,20.18814887797208,19.19151692521183,19.26045758445077,19.93627111806323
Lethal Weapon 4(1998),140000000.0,18.6223398889733,18.813785083937997,18.275310324703984,19.27068326570134,18.01463592913939,18.97985589795907,15.7295503586238
G.I. Joe: Retaliation(2013),140000000.0,19.445570618588537,19.242013571117948,19.141718895390603,19.5930297809245,18.01463592913939,18.97985589795907,19.572018336911185
The Last Samurai(2003),140000000.0,19.352886651995544,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,18.97985589795907,19.3662482907629
Fun With Dick And Jane(2005),140000000.0,19.024657296395727,18.758263468223372,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,19.0888311131417
Exodus: Gods and Kings(2014),140000000.0,19.196621956298078,19.008026108932622,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,19.175602896928844
The BFG(2016),140000000.0,19.535751781824256,19.048389297128846,19.141718895390603,18.1041296577019,19.19151692521183,19.26045758445077,19.200727561101864
Gods of Egypt(2016),140000000.0,18.95848229841915,19.266328235196596,18.275310324703984,18.1041296577019,18.77027429612816,19.26045758445077,18.91773445419438
Spider-Man(2002),139000000.0,19.754882514654796,19.938053099779147,18.275310324703984,20.474946218004487,19.860839450804544,19.26045758445077,19.905952333688656
Watchmen(2009),138000000.0,19.333885189907942,19.39775544940262,18.275310324703984,18.1041296577019,19.860839450804544,18.97985589795907,19.16156048786871
Stealth(2005),138000000.0,18.879718121979952,19.766758740099014,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,19.193742423137866
The Incredible Hulk(2008),137500000.0,19.268966212221404,19.70585657404328,18.275310324703984,19.302093372620636,19.860839450804544,19.26045758445077,19.633421656946112
Hulk(2003),137000000.0,19.324978564805036,19.52387853481079,18.275310324703984,19.221766439681048,19.860839450804544,18.97985589795907,19.530507852629846
"The Twilight Saga: Breaking Dawn, Part 2(2012)",136200000.0,19.72192246695885,18.96466954119667,18.275310324703984,20.29250871451828,18.77027429612816,17.687104458583065,19.335075203943422
The Croods(2013),135000000.0,19.769046886611342,19.418306701704303,19.524538422716148,20.0712055050225,19.19151692521183,19.26045758445077,19.831001510396202
The Revenant(2015),135000000.0,19.35752117387017,19.21805427062858,18.275310324703984,18.1041296577019,17.97936544889208,19.26045758445077,18.846750876977307
The World is Not Enough(1999),135000000.0,19.728742934588755,19.358845053023764,18.275310324703984,19.457379386259362,18.01463592913939,18.97985589795907,15.7295503586238
Rango(2011),135000000.0,19.53005907775893,18.724157039962257,19.524538422716148,18.1041296577019,19.19151692521183,19.26045758445077,19.121985445785487
Master and Commander: The Far Side of the World(2003),135000000.0,19.203407691638862,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,19.26045758445077,19.140538959539786
Turbo(2013),135000000.0,19.39504631544212,19.275385630874645,19.524538422716148,18.1041296577019,19.19151692521183,19.26045758445077,19.6051618439028
Teenage Mutant Ninja Turtles: Out of the Shadows(2016),135000000.0,19.367032695836272,19.099882077488164,19.141718895390603,19.05443900497194,19.860839450804544,19.26045758445077,19.088530008277758
Happy Feet Two(2011),135000000.0,19.136800706793142,19.149905647705783,19.524538422716148,18.782519848539472,19.19151692521183,19.26045758445077,18.782519848539472
Miami Vice(2006),135000000.0,18.839960491724877,18.093031159289822,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,19.292510193691783
War of the Worlds(2005),132000000.0,19.66075047094053,19.413661193000852,19.141718895390603,18.1041296577019,18.873247430393473,18.97985589795907,19.49451910126203
Penguins of Madagascar(2014),132000000.0,19.62800517621159,19.35716069633936,19.524538422716148,20.132416571697075,19.19151692521183,19.26045758445077,19.961841827837482
The Hunger Games: Catching Fire(2013),130000000.0,19.873996598514818,19.136330071635093,18.275310324703984,20.397457031882137,18.873247430393473,19.26045758445077,19.17773612729303
Harry Potter and the Prisoner of Azkaban(2004),130000000.0,19.95799694018431,19.419439697467777,19.141718895390603,20.67614275456622,18.77027429612816,19.26045758445077,19.75369205033558
The Bourne Ultimatum(2007),130000000.0,19.439472329287057,18.988481780889725,18.275310324703984,19.58973283672564,18.01463592913939,18.139730905563592,15.7295503586238
Kung Fu Panda(2008),130000000.0,19.886653240799024,19.344564147014754,19.524538422716148,20.18814887797208,19.19151692521183,19.26045758445077,19.831001510396202
Ant-Man(2015),130000000.0,19.650497787919722,19.12093276974911,18.275310324703984,19.972755396304926,19.860839450804544,18.97985589795907,19.990424589849354
Home(2015),130000000.0,19.60546586674612,19.322992546779552,19.524538422716148,18.1041296577019,19.19151692521183,19.26045758445077,19.831001510396202
Puss in Boots(2011),130000000.0,19.757599977010436,19.278755229462643,19.524538422716148,20.36023573247016,19.19151692521183,19.26045758445077,19.668217683835113
Megamind(2010),130000000.0,19.485516660818377,19.430558445471714,19.524538422716148,18.1041296577019,19.19151692521183,19.26045758445077,19.961841827837482
Bad Boys II(2003),130000000.0,19.26298387226858,18.30989051423378,18.275310324703984,19.10069298309651,18.01463592913939,18.97985589795907,19.193742423137866
Rio 2(2014),130000000.0,19.8597046555269,19.164102147641717,19.524538422716148,19.96149928870971,19.19151692521183,19.26045758445077,19.787042153227077
Salt(2010),130000000.0,19.053218223583286,17.808199658742765,18.275310324703984,19.39232187572922,18.01463592913939,18.139730905563592,19.2211005467983
Noah(2014),130000000.0,19.07422331812554,19.131387174222308,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,18.958877249203468
The Adventures of Tintin(2011),130000000.0,19.632100023889517,19.331999874370972,19.524538422716148,19.644440004588116,18.01463592913939,19.26045758445077,19.569323167221945
After Earth(2013),130000000.0,19.252656237502325,19.05393353505948,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,19.28414579117975
Australia(2008),130000000.0,19.15956680696003,18.597798188420626,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,19.091391083481028
R.I.P.D.(2013),130000000.0,18.904706064772355,19.11723004138108,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,19.05077049810697
"The Twilight Saga: Breaking Dawn, Part 1(2011)",127500000.0,19.708612213730657,18.99691759938854,18.275310324703984,20.29250871451828,18.77027429612816,17.687104458583065,19.335075203943422
Dinosaur(2000),127500000.0,19.430999853854377,17.808199658742765,19.524538422716148,18.1041296577019,19.19151692521183,19.26045758445077,19.758072303309614
Logan(2017),127000000.0,19.457178519498864,19.17277917956919,18.275310324703984,20.01286002898813,19.860839450804544,18.97985589795907,19.68809248590276
Night at the Museum: Secret of the Tomb(2014),127000000.0,19.28444450451232,19.32561024363406,18.275310324703984,19.883207157517077,18.77027429612816,19.26045758445077,19.170331672149615
Harry Potter and the Deathly Hallows: Part II(2011),125000000.0,20.33671721960932,19.555504195422838,19.141718895390603,20.67614275456622,18.77027429612816,19.26045758445077,19.871166905135567
The Hunger Games: Mockingjay - Part 1(2014),125000000.0,19.87707008978049,19.281645701848877,18.275310324703984,20.397457031882137,18.873247430393473,18.139730905563592,19.17773612729303
Harry Potter and the Sorcerer’s Stone(2001),125000000.0,19.996555116263323,19.20736693745533,19.141718895390603,20.67614275456622,18.77027429612816,19.26045758445077,20.159664352799354
Harry Potter and the Deathly Hallows: Part I(2010),125000000.0,20.30025948301868,19.921181154084618,19.141718895390603,20.67614275456622,18.77027429612816,19.26045758445077,19.871166905135567
The Da Vinci Code(2006),125000000.0,19.460043389210327,18.905260573583885,18.275310324703984,19.98272775208972,18.01463592913939,18.139730905563592,19.39714036392327
X2(2003),125000000.0,19.491914303692756,19.60042699959416,18.275310324703984,19.94781359680506,19.860839450804544,18.97985589795907,19.515056821986562
Fast Five(2011),125000000.0,19.730619691965487,19.051501910392567,18.275310324703984,20.268344753946597,18.01463592913939,18.97985589795907,19.794109224135823
Teenage Mutant Ninja Turtles(2014),125000000.0,19.50373587344032,19.349829210372537,19.141718895390603,19.05443900497194,19.860839450804544,19.26045758445077,19.630354569642734
Sherlock Holmes: A Game of Shadows(2011),125000000.0,19.5480415454776,18.918807218623574,18.275310324703984,20.014861577880783,18.16216731290656,18.97985589795907,19.198587474393662
The Day After Tomorrow(2004),125000000.0,19.540288291442973,19.37718600605631,18.275310324703984,18.1041296577019,18.873247430393473,19.26045758445077,19.031664623866718
The Boss Baby(2017),125000000.0,19.73954843634257,19.26357395234266,19.524538422716148,19.958560055514805,19.19151692521183,19.26045758445077,19.831001510396202
Clash of the Titans(2010),125000000.0,19.49289133460986,19.372444664440632,18.275310324703984,19.75628936180243,18.77027429612816,18.97985589795907,19.45695210031302
Trolls(2016),125000000.0,19.53623224601957,18.928047689946947,19.524538422716148,18.1041296577019,19.19151692521183,19.26045758445077,19.648283768053886
Godzilla(1998),125000000.0,19.515480049966644,19.57735558690744,18.275310324703984,19.02950744873345,18.873247430393473,18.97985589795907,19.417874208206488
Prometheus(2012),125000000.0,19.419780961652897,19.551138798773145,18.275310324703984,19.213196465394653,18.873247430393473,19.26045758445077,19.33443343422666
The Bourne Legacy(2012),125000000.0,19.261343725572978,19.465420975882573,18.275310324703984,19.58973283672564,18.01463592913939,18.139730905563592,19.12302431864323
Batman & Robin(1997),125000000.0,19.351427773385613,19.699013690082516,18.275310324703984,19.319582076831203,19.860839450804544,18.97985589795907,15.7295503586238
Total Recall(2012),125000000.0,19.098097188419782,19.241191780161675,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,19.180409694753585
Assassin’s Creed(2016),125000000.0,19.065637989081477,19.157083250970068,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,18.938543018688176
Monster Trucks(2017),125000000.0,19.19190399306029,18.946151607451657,19.141718895390603,18.1041296577019,18.873247430393473,19.26045758445077,18.673080233103367
The 13th Warrior(1999),125000000.0,18.53782031593793,17.808199658742765,18.275310324703984,18.1041296577019,18.77027429612816,18.97985589795907,18.910295328117478
How the Grinch Stole Christmas(2000),123000000.0,19.40461600039912,19.30120764511987,18.275310324703984,18.1041296577019,19.19151692521183,19.26045758445077,19.15864140853967
Mission: Impossible 2(2000),120000000.0,19.44326287197517,19.358845053023764,18.275310324703984,20.12377665429998,18.01463592913939,18.97985589795907,19.87172914901085
The Perfect Storm(2000),120000000.0,19.193116005384578,19.389919568635225,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,19.17790555174267
Jason Bourne(2016),120000000.0,19.4523800255584,19.649186344344724,18.275310324703984,19.58973283672564,18.01463592913939,18.97985589795907,19.221499612363125
Fantastic Four: Rise of the Silver Surfer(2007),120000000.0,19.448645921326907,19.738448413947282,18.275310324703984,19.35688926423334,19.860839450804544,18.97985589795907,19.630472816197425
Life of Pi(2012),120000000.0,19.39521142303706,19.088712284001495,18.275310324703984,18.1041296577019,18.77027429612816,17.687104458583065,19.508406671070013
Ghost Rider(2007),120000000.0,19.103555508462488,19.27346293116937,18.275310324703984,19.01048375059643,19.860839450804544,18.97985589795907,19.068319173210412
Charlie's Angels: Full Throttle(2003),120000000.0,18.982235819051066,19.548676456602735,18.275310324703984,19.261706099985638,18.01463592913939,18.97985589795907,18.937182254016477
Elysium(2013),120000000.0,19.37784447957294,18.897955344698612,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,19.101505568810563
Oblivion(2013),120000000.0,19.443055223369342,19.0773303433382,18.275310324703984,18.1041296577019,18.873247430393473,18.139730905563592,19.24839275410205
Power Rangers(2017),120000000.0,18.93020085911348,18.81725864127493,18.275310324703984,18.6785907048206,19.19151692521183,18.97985589795907,18.975964115996987
Rampage(2018),120000000.0,19.339519259507462,19.323461718658553,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,19.06119071939441
Stuart Little 2(2002),120000000.0,19.360106118091153,19.54008405920705,18.275310324703984,19.215213176626758,19.19151692521183,19.26045758445077,15.7295503586238
